,cycle,host biomass,virus mass,ATPM,VBOF
0,0.0,5e-06,0.0,1.0,0.0164717902712
1,0.01,5e-06,8.235895135600001e-10,1.0,0.0164717902712
2,0.02,5e-06,1.6471790271200002e-09,1.0,0.0164717902712
3,0.03,5e-06,2.4707685406800002e-09,1.0,0.0164717902712
4,0.04,5e-06,3.2943580542400004e-09,1.0,0.0164717902712
5,0.05,5e-06,4.1179475678e-09,1.0,0.0164717902712
6,0.06,5e-06,4.9415370813600004e-09,1.0,0.0164717902712
7,0.07,5e-06,5.765126594920001e-09,1.0,0.0164717902712
8,0.08,5e-06,6.588716108480001e-09,1.0,0.0164717902712
9,0.09,5e-06,7.412305622040001e-09,1.0,0.0164717902712
10,0.1,5e-06,8.2358951356e-09,1.0,0.0164717902712
11,0.11,5e-06,9.05948464916e-09,1.0,0.0164717902712
12,0.12,5e-06,9.88307416272e-09,1.0,0.0164717902712
13,0.13,5e-06,1.0706663676279999e-08,1.0,0.0164717902712
14,0.14,5e-06,1.1530253189839998e-08,1.0,0.0164717902712
15,0.15,5e-06,1.2353842703399997e-08,1.0,0.0164717902712
16,0.16,5e-06,1.3177432216959997e-08,1.0,0.0164717902712
17,0.17,5e-06,1.4001021730519996e-08,1.0,0.0164717902712
18,0.18,5e-06,1.4824611244079995e-08,1.0,0.0164717902712
19,0.19,5e-06,1.5648200757639995e-08,1.0,0.0164717902712
20,0.2,5e-06,1.6471790271199994e-08,1.0,0.0164717902712
21,0.21,5e-06,1.7295379784759994e-08,1.0,0.0164717902712
22,0.22,5e-06,1.8118969298319993e-08,1.0,0.0164717902712
23,0.23,5e-06,1.8942558811879992e-08,1.0,0.0164717902712
24,0.24,5e-06,1.9766148325439992e-08,1.0,0.0164717902712
25,0.25,5e-06,2.058973783899999e-08,1.0,0.0164717902712
26,0.26,5e-06,2.141332735255999e-08,1.0,0.0164717902712
27,0.27,5e-06,2.223691686611999e-08,1.0,0.0164717902712
28,0.28,5e-06,2.306050637967999e-08,1.0,0.0164717902712
29,0.29,5e-06,2.388409589323999e-08,1.0,0.0164717902712
30,0.3,5e-06,2.4707685406799988e-08,1.0,0.0164717902712
31,0.31,5e-06,2.5531274920359987e-08,1.0,0.0164717902712
32,0.32,5e-06,2.6354864433919987e-08,1.0,0.0164717902712
33,0.33,5e-06,2.7178453947479986e-08,1.0,0.0164717902712
34,0.34,5e-06,2.8002043461039986e-08,1.0,0.0164717902712
35,0.35000000000000003,5e-06,2.8825632974599985e-08,1.0,0.0164717902712
36,0.36,5e-06,2.9649222488159984e-08,1.0,0.0164717902712
37,0.37,5e-06,3.0472812001719984e-08,1.0,0.0164717902712
38,0.38,5e-06,3.129640151527998e-08,1.0,0.0164717902712
39,0.39,5e-06,3.211999102883998e-08,1.0,0.0164717902712
40,0.4,5e-06,3.294358054239998e-08,1.0,0.0164717902712
41,0.41000000000000003,5e-06,3.376717005595998e-08,1.0,0.0164717902712
42,0.42,5e-06,3.459075956951998e-08,1.0,0.0164717902712
43,0.43,5e-06,3.541434908307998e-08,1.0,0.0164717902712
44,0.44,5e-06,3.623793859663998e-08,1.0,0.0164717902712
45,0.45,5e-06,3.706152811019998e-08,1.0,0.0164717902712
46,0.46,5e-06,3.788511762375998e-08,1.0,0.0164717902712
47,0.47000000000000003,5e-06,3.870870713731998e-08,1.0,0.0164717902712
48,0.48,5e-06,3.953229665087998e-08,1.0,0.0164717902712
49,0.49,5e-06,4.0355886164439976e-08,1.0,0.0164717902712
50,0.5,5e-06,4.1179475677999976e-08,1.0,0.0164717902712
51,0.51,5e-06,4.2003065191559975e-08,1.0,0.0164717902712
52,0.52,5e-06,4.2826654705119974e-08,1.0,0.0164717902712
53,0.53,5e-06,4.3650244218679974e-08,1.0,0.0164717902712
54,0.54,5e-06,4.447383373223997e-08,1.0,0.0164717902712
55,0.55,5e-06,4.529742324579997e-08,1.0,0.0164717902712
56,0.56,5e-06,4.612101275935997e-08,1.0,0.0164717902712
57,0.5700000000000001,5e-06,4.694460227291997e-08,1.0,0.0164717902712
58,0.58,5e-06,4.776819178647997e-08,1.0,0.0164717902712
59,0.59,5e-06,4.859178130003997e-08,1.0,0.0164717902712
60,0.6,5e-06,4.941537081359997e-08,1.0,0.0164717902712
61,0.61,5e-06,5.023896032715997e-08,1.0,0.0164717902712
62,0.62,5e-06,5.106254984071997e-08,1.0,0.0164717902712
63,0.63,5e-06,5.188613935427997e-08,1.0,0.0164717902712
64,0.64,5e-06,5.270972886783997e-08,1.0,0.0164717902712
65,0.65,5e-06,5.3533318381399966e-08,1.0,0.0164717902712
66,0.66,5e-06,5.4356907894959966e-08,1.0,0.0164717902712
67,0.67,5e-06,5.5180497408519965e-08,1.0,0.0164717902712
68,0.68,5e-06,5.6004086922079965e-08,1.0,0.0164717902712
69,0.6900000000000001,5e-06,5.6827676435639964e-08,1.0,0.0164717902712
70,0.7000000000000001,5e-06,5.765126594919996e-08,1.0,0.0164717902712
71,0.71,5e-06,5.847485546275996e-08,1.0,0.0164717902712
72,0.72,5e-06,5.929844497631996e-08,1.0,0.0164717902712
73,0.73,5e-06,6.012203448987996e-08,1.0,0.0164717902712
74,0.74,5e-06,6.094562400343997e-08,1.0,0.0164717902712
75,0.75,5e-06,6.176921351699997e-08,1.0,0.0164717902712
76,0.76,5e-06,6.259280303055998e-08,1.0,0.0164717902712
77,0.77,5e-06,6.341639254411999e-08,1.0,0.0164717902712
78,0.78,5e-06,6.423998205767999e-08,1.0,0.0164717902712
79,0.79,5e-06,6.506357157124e-08,1.0,0.0164717902712
80,0.8,5e-06,6.58871610848e-08,1.0,0.0164717902712
81,0.81,5e-06,6.671075059836001e-08,1.0,0.0164717902712
82,0.8200000000000001,5e-06,6.753434011192002e-08,1.0,0.0164717902712
83,0.8300000000000001,5e-06,6.835792962548002e-08,1.0,0.0164717902712
84,0.84,5e-06,6.918151913904003e-08,1.0,0.0164717902712
85,0.85,5e-06,7.000510865260003e-08,1.0,0.0164717902712
86,0.86,5e-06,7.082869816616004e-08,1.0,0.0164717902712
87,0.87,5e-06,7.165228767972005e-08,1.0,0.0164717902712
88,0.88,5e-06,7.247587719328005e-08,1.0,0.0164717902712
89,0.89,5e-06,7.329946670684006e-08,1.0,0.0164717902712
90,0.9,5e-06,7.412305622040006e-08,1.0,0.0164717902712
91,0.91,5e-06,7.494664573396007e-08,1.0,0.0164717902712
92,0.92,5e-06,7.577023524752008e-08,1.0,0.0164717902712
93,0.93,5e-06,7.659382476108008e-08,1.0,0.0164717902712
94,0.9400000000000001,5e-06,7.741741427464009e-08,1.0,0.0164717902712
95,0.9500000000000001,5e-06,7.824100378820009e-08,1.0,0.0164717902712
96,0.96,5e-06,7.90645933017601e-08,1.0,0.0164717902712
97,0.97,5e-06,7.98881828153201e-08,1.0,0.0164717902712
98,0.98,5e-06,8.071177232888011e-08,1.0,0.0164717902712
99,0.99,5e-06,8.153536184244012e-08,1.0,0.0164717902712
100,1.0,5e-06,8.235895135600012e-08,1.0,0.0164717902712
101,1.01,5e-06,8.318254086956013e-08,1.0,0.0164717902712
102,1.02,5e-06,8.400613038312014e-08,1.0,0.0164717902712
103,1.03,5e-06,8.482971989668014e-08,1.0,0.0164717902712
104,1.04,5e-06,8.565330941024015e-08,1.0,0.0164717902712
105,1.05,5e-06,8.647689892380015e-08,1.0,0.0164717902712
106,1.06,5e-06,8.730048843736016e-08,1.0,0.0164717902712
107,1.07,5e-06,8.812407795092017e-08,1.0,0.0164717902712
108,1.08,5e-06,8.894766746448017e-08,1.0,0.0164717902712
109,1.09,5e-06,8.977125697804018e-08,1.0,0.0164717902712
110,1.1,5e-06,9.059484649160018e-08,1.0,0.0164717902712
111,1.11,5e-06,9.141843600516019e-08,1.0,0.0164717902712
112,1.12,5e-06,9.22420255187202e-08,1.0,0.0164717902712
113,1.1300000000000001,5e-06,9.30656150322802e-08,1.0,0.0164717902712
114,1.1400000000000001,5e-06,9.388920454584021e-08,1.0,0.0164717902712
115,1.1500000000000001,5e-06,9.471279405940021e-08,1.0,0.0164717902712
116,1.16,5e-06,9.553638357296022e-08,1.0,0.0164717902712
117,1.17,5e-06,9.635997308652023e-08,1.0,0.0164717902712
118,1.18,5e-06,9.718356260008023e-08,1.0,0.0164717902712
119,1.19,5e-06,9.800715211364024e-08,1.0,0.0164717902712
120,1.2,5e-06,9.883074162720024e-08,1.0,0.0164717902712
121,1.21,5e-06,9.965433114076025e-08,1.0,0.0164717902712
122,1.22,5e-06,1.0047792065432026e-07,1.0,0.0164717902712
123,1.23,5e-06,1.0130151016788026e-07,1.0,0.0164717902712
124,1.24,5e-06,1.0212509968144027e-07,1.0,0.0164717902712
125,1.25,5e-06,1.0294868919500027e-07,1.0,0.0164717902712
126,1.26,5e-06,1.0377227870856028e-07,1.0,0.0164717902712
127,1.27,5e-06,1.0459586822212029e-07,1.0,0.0164717902712
128,1.28,5e-06,1.0541945773568029e-07,1.0,0.0164717902712
129,1.29,5e-06,1.062430472492403e-07,1.0,0.0164717902712
130,1.3,5e-06,1.070666367628003e-07,1.0,0.0164717902712
131,1.31,5e-06,1.0789022627636031e-07,1.0,0.0164717902712
132,1.32,5e-06,1.0871381578992032e-07,1.0,0.0164717902712
133,1.33,5e-06,1.0953740530348032e-07,1.0,0.0164717902712
134,1.34,5e-06,1.1036099481704033e-07,1.0,0.0164717902712
135,1.35,5e-06,1.1118458433060033e-07,1.0,0.0164717902712
136,1.36,5e-06,1.1200817384416034e-07,1.0,0.0164717902712
137,1.37,5e-06,1.1283176335772035e-07,1.0,0.0164717902712
138,1.3800000000000001,5e-06,1.1365535287128035e-07,1.0,0.0164717902712
139,1.3900000000000001,5e-06,1.1447894238484036e-07,1.0,0.0164717902712
140,1.4000000000000001,5e-06,1.1530253189840036e-07,1.0,0.0164717902712
141,1.41,5e-06,1.1612612141196037e-07,1.0,0.0164717902712
142,1.42,5e-06,1.1694971092552038e-07,1.0,0.0164717902712
143,1.43,5e-06,1.1777330043908038e-07,1.0,0.0164717902712
144,1.44,5e-06,1.1859688995264039e-07,1.0,0.0164717902712
145,1.45,5e-06,1.1942047946620038e-07,1.0,0.0164717902712
146,1.46,5e-06,1.2024406897976037e-07,1.0,0.0164717902712
147,1.47,5e-06,1.2106765849332037e-07,1.0,0.0164717902712
148,1.48,5e-06,1.2189124800688036e-07,1.0,0.0164717902712
149,1.49,5e-06,1.2271483752044035e-07,1.0,0.0164717902712
150,1.5,5e-06,1.2353842703400034e-07,1.0,0.0164717902712
151,1.51,5e-06,1.2436201654756034e-07,1.0,0.0164717902712
152,1.52,5e-06,1.2518560606112033e-07,1.0,0.0164717902712
153,1.53,5e-06,1.2600919557468032e-07,1.0,0.0164717902712
154,1.54,5e-06,1.2683278508824031e-07,1.0,0.0164717902712
155,1.55,5e-06,1.276563746018003e-07,1.0,0.0164717902712
156,1.56,5e-06,1.284799641153603e-07,1.0,0.0164717902712
157,1.57,5e-06,1.293035536289203e-07,1.0,0.0164717902712
158,1.58,5e-06,1.3012714314248029e-07,1.0,0.0164717902712
159,1.59,5e-06,1.3095073265604028e-07,1.0,0.0164717902712
160,1.6,5e-06,1.3177432216960027e-07,1.0,0.0164717902712
161,1.61,5e-06,1.3259791168316026e-07,1.0,0.0164717902712
162,1.62,5e-06,1.3342150119672026e-07,1.0,0.0164717902712
163,1.6300000000000001,5e-06,1.3424509071028025e-07,1.0,0.0164717902712
164,1.6400000000000001,5e-06,1.3506868022384024e-07,1.0,0.0164717902712
165,1.6500000000000001,5e-06,1.3589226973740024e-07,1.0,0.0164717902712
166,1.6600000000000001,5e-06,1.3671585925096023e-07,1.0,0.0164717902712
167,1.67,5e-06,1.3753944876452022e-07,1.0,0.0164717902712
168,1.68,5e-06,1.3836303827808021e-07,1.0,0.0164717902712
169,1.69,5e-06,1.391866277916402e-07,1.0,0.0164717902712
170,1.7,5e-06,1.400102173052002e-07,1.0,0.0164717902712
171,1.71,5e-06,1.408338068187602e-07,1.0,0.0164717902712
172,1.72,5e-06,1.4165739633232018e-07,1.0,0.0164717902712
173,1.73,5e-06,1.4248098584588018e-07,1.0,0.0164717902712
174,1.74,5e-06,1.4330457535944017e-07,1.0,0.0164717902712
175,1.75,5e-06,1.4412816487300016e-07,1.0,0.0164717902712
176,1.76,5e-06,1.4495175438656016e-07,1.0,0.0164717902712
177,1.77,5e-06,1.4577534390012015e-07,1.0,0.0164717902712
178,1.78,5e-06,1.4659893341368014e-07,1.0,0.0164717902712
179,1.79,5e-06,1.4742252292724013e-07,1.0,0.0164717902712
180,1.8,5e-06,1.4824611244080013e-07,1.0,0.0164717902712
181,1.81,5e-06,1.4906970195436012e-07,1.0,0.0164717902712
182,1.82,5e-06,1.498932914679201e-07,1.0,0.0164717902712
183,1.83,5e-06,1.507168809814801e-07,1.0,0.0164717902712
184,1.84,5e-06,1.515404704950401e-07,1.0,0.0164717902712
185,1.85,5e-06,1.523640600086001e-07,1.0,0.0164717902712
186,1.86,5e-06,1.5318764952216008e-07,1.0,0.0164717902712
187,1.87,5e-06,1.5401123903572008e-07,1.0,0.0164717902712
188,1.8800000000000001,5e-06,1.5483482854928007e-07,1.0,0.0164717902712
189,1.8900000000000001,5e-06,1.5565841806284006e-07,1.0,0.0164717902712
190,1.9000000000000001,5e-06,1.5648200757640005e-07,1.0,0.0164717902712
191,1.9100000000000001,5e-06,1.5730559708996005e-07,1.0,0.0164717902712
192,1.92,5e-06,1.5812918660352004e-07,1.0,0.0164717902712
193,1.93,5e-06,1.5895277611708003e-07,1.0,0.0164717902712
194,1.94,5e-06,1.5977636563064003e-07,1.0,0.0164717902712
195,1.95,5e-06,1.6059995514420002e-07,1.0,0.0164717902712
196,1.96,5e-06,1.6142354465776e-07,1.0,0.0164717902712
197,1.97,5e-06,1.6224713417132e-07,1.0,0.0164717902712
198,1.98,5e-06,1.6307072368488e-07,1.0,0.0164717902712
199,1.99,5e-06,1.6389431319844e-07,1.0,0.0164717902712
200,2.0,5e-06,1.6471790271199998e-07,1.0,0.0164717902712
201,2.0100000000000002,5e-06,1.6554149222555997e-07,1.0,0.0164717902712
202,2.02,5e-06,1.6636508173911997e-07,1.0,0.0164717902712
203,2.0300000000000002,5e-06,1.6718867125267996e-07,1.0,0.0164717902712
204,2.04,5e-06,1.6801226076623995e-07,1.0,0.0164717902712
205,2.05,5e-06,1.6883585027979995e-07,1.0,0.0164717902712
206,2.06,5e-06,1.6965943979335994e-07,1.0,0.0164717902712
207,2.07,5e-06,1.7048302930691993e-07,1.0,0.0164717902712
208,2.08,5e-06,1.7130661882047992e-07,1.0,0.0164717902712
209,2.09,5e-06,1.7213020833403992e-07,1.0,0.0164717902712
210,2.1,5e-06,1.729537978475999e-07,1.0,0.0164717902712
211,2.11,5e-06,1.737773873611599e-07,1.0,0.0164717902712
212,2.12,5e-06,1.746009768747199e-07,1.0,0.0164717902712
213,2.13,5e-06,1.754245663882799e-07,1.0,0.0164717902712
214,2.14,5e-06,1.7624815590183988e-07,1.0,0.0164717902712
215,2.15,5e-06,1.7707174541539987e-07,1.0,0.0164717902712
216,2.16,5e-06,1.7789533492895987e-07,1.0,0.0164717902712
217,2.17,5e-06,1.7871892444251986e-07,1.0,0.0164717902712
218,2.18,5e-06,1.7954251395607985e-07,1.0,0.0164717902712
219,2.19,5e-06,1.8036610346963984e-07,1.0,0.0164717902712
220,2.2,5e-06,1.8118969298319984e-07,1.0,0.0164717902712
221,2.21,5e-06,1.8201328249675983e-07,1.0,0.0164717902712
222,2.22,5e-06,1.8283687201031982e-07,1.0,0.0164717902712
223,2.23,5e-06,1.8366046152387982e-07,1.0,0.0164717902712
224,2.24,5e-06,1.844840510374398e-07,1.0,0.0164717902712
225,2.25,5e-06,1.853076405509998e-07,1.0,0.0164717902712
226,2.2600000000000002,5e-06,1.861312300645598e-07,1.0,0.0164717902712
227,2.27,5e-06,1.8695481957811979e-07,1.0,0.0164717902712
228,2.2800000000000002,5e-06,1.8777840909167978e-07,1.0,0.0164717902712
229,2.29,5e-06,1.8860199860523977e-07,1.0,0.0164717902712
230,2.3000000000000003,5e-06,1.8942558811879976e-07,1.0,0.0164717902712
231,2.31,5e-06,1.9024917763235976e-07,1.0,0.0164717902712
232,2.32,5e-06,1.9107276714591975e-07,1.0,0.0164717902712
233,2.33,5e-06,1.9189635665947974e-07,1.0,0.0164717902712
234,2.34,5e-06,1.9271994617303974e-07,1.0,0.0164717902712
235,2.35,5e-06,1.9354353568659973e-07,1.0,0.0164717902712
236,2.36,5e-06,1.9436712520015972e-07,1.0,0.0164717902712
237,2.37,5e-06,1.9519071471371971e-07,1.0,0.0164717902712
238,2.38,5e-06,1.960143042272797e-07,1.0,0.0164717902712
239,2.39,5e-06,1.968378937408397e-07,1.0,0.0164717902712
240,2.4,5e-06,1.976614832543997e-07,1.0,0.0164717902712
241,2.41,5e-06,1.9848507276795969e-07,1.0,0.0164717902712
242,2.42,5e-06,1.9930866228151968e-07,1.0,0.0164717902712
243,2.43,5e-06,2.0013225179507967e-07,1.0,0.0164717902712
244,2.44,5e-06,2.0095584130863966e-07,1.0,0.0164717902712
245,2.45,5e-06,2.0177943082219966e-07,1.0,0.0164717902712
246,2.46,5e-06,2.0260302033575965e-07,1.0,0.0164717902712
247,2.47,5e-06,2.0342660984931964e-07,1.0,0.0164717902712
248,2.48,5e-06,2.0425019936287963e-07,1.0,0.0164717902712
249,2.49,5e-06,2.0507378887643963e-07,1.0,0.0164717902712
250,2.5,5e-06,2.0589737838999962e-07,1.0,0.0164717902712
251,2.5100000000000002,5e-06,2.067209679035596e-07,1.0,0.0164717902712
252,2.52,5e-06,2.075445574171196e-07,1.0,0.0164717902712
253,2.5300000000000002,5e-06,2.083681469306796e-07,1.0,0.0164717902712
254,2.54,5e-06,2.091917364442396e-07,1.0,0.0164717902712
255,2.5500000000000003,5e-06,2.1001532595779958e-07,1.0,0.0164717902712
256,2.56,5e-06,2.1083891547135958e-07,1.0,0.0164717902712
257,2.57,5e-06,2.1166250498491957e-07,1.0,0.0164717902712
258,2.58,5e-06,2.1248609449847956e-07,1.0,0.0164717902712
259,2.59,5e-06,2.1330968401203956e-07,1.0,0.0164717902712
260,2.6,5e-06,2.1413327352559955e-07,1.0,0.0164717902712
261,2.61,5e-06,2.1495686303915954e-07,1.0,0.0164717902712
262,2.62,5e-06,2.1578045255271953e-07,1.0,0.0164717902712
263,2.63,5e-06,2.1660404206627953e-07,1.0,0.0164717902712
264,2.64,5e-06,2.1742763157983952e-07,1.0,0.0164717902712
265,2.65,5e-06,2.182512210933995e-07,1.0,0.0164717902712
266,2.66,5e-06,2.190748106069595e-07,1.0,0.0164717902712
267,2.67,5e-06,2.198984001205195e-07,1.0,0.0164717902712
268,2.68,5e-06,2.207219896340795e-07,1.0,0.0164717902712
269,2.69,5e-06,2.2154557914763948e-07,1.0,0.0164717902712
270,2.7,5e-06,2.2236916866119948e-07,1.0,0.0164717902712
271,2.71,5e-06,2.2319275817475947e-07,1.0,0.0164717902712
272,2.72,5e-06,2.2401634768831946e-07,1.0,0.0164717902712
273,2.73,5e-06,2.2483993720187945e-07,1.0,0.0164717902712
274,2.74,5e-06,2.2566352671543945e-07,1.0,0.0164717902712
275,2.75,5e-06,2.2648711622899944e-07,1.0,0.0164717902712
276,2.7600000000000002,5e-06,2.2731070574255943e-07,1.0,0.0164717902712
277,2.77,5e-06,2.2813429525611942e-07,1.0,0.0164717902712
278,2.7800000000000002,5e-06,2.2895788476967942e-07,1.0,0.0164717902712
279,2.79,5e-06,2.297814742832394e-07,1.0,0.0164717902712
280,2.8000000000000003,5e-06,2.306050637967994e-07,1.0,0.0164717902712
281,2.81,5e-06,2.314286533103594e-07,1.0,0.0164717902712
282,2.82,5e-06,2.322522428239194e-07,1.0,0.0164717902712
283,2.83,5e-06,2.3307583233747938e-07,1.0,0.0164717902712
284,2.84,5e-06,2.3389942185103937e-07,1.0,0.0164717902712
285,2.85,5e-06,2.3472301136459937e-07,1.0,0.0164717902712
286,2.86,5e-06,2.3554660087815936e-07,1.0,0.0164717902712
287,2.87,5e-06,2.3637019039171935e-07,1.0,0.0164717902712
288,2.88,5e-06,2.3719377990527935e-07,1.0,0.0164717902712
289,2.89,5e-06,2.3801736941883934e-07,1.0,0.0164717902712
290,2.9,5e-06,2.3884095893239933e-07,1.0,0.0164717902712
291,2.91,5e-06,2.3966454844595935e-07,1.0,0.0164717902712
292,2.92,5e-06,2.4048813795951937e-07,1.0,0.0164717902712
293,2.93,5e-06,2.413117274730794e-07,1.0,0.0164717902712
294,2.94,5e-06,2.421353169866394e-07,1.0,0.0164717902712
295,2.95,5e-06,2.4295890650019943e-07,1.0,0.0164717902712
296,2.96,5e-06,2.4378249601375945e-07,1.0,0.0164717902712
297,2.97,5e-06,2.4460608552731947e-07,1.0,0.0164717902712
298,2.98,5e-06,2.454296750408795e-07,1.0,0.0164717902712
299,2.99,5e-06,2.462532645544395e-07,1.0,0.0164717902712
300,3.0,5e-06,2.470768540679995e-07,1.0,0.0164717902712
301,3.0100000000000002,5e-06,2.4790044358155954e-07,1.0,0.0164717902712
302,3.02,5e-06,2.4872403309511956e-07,1.0,0.0164717902712
303,3.0300000000000002,5e-06,2.495476226086796e-07,1.0,0.0164717902712
304,3.04,5e-06,2.503712121222396e-07,1.0,0.0164717902712
305,3.0500000000000003,5e-06,2.511948016357996e-07,1.0,0.0164717902712
306,3.06,5e-06,2.5201839114935964e-07,1.0,0.0164717902712
307,3.0700000000000003,5e-06,2.5284198066291966e-07,1.0,0.0164717902712
308,3.08,5e-06,2.536655701764797e-07,1.0,0.0164717902712
309,3.09,5e-06,2.544891596900397e-07,1.0,0.0164717902712
310,3.1,5e-06,2.553127492035997e-07,1.0,0.0164717902712
311,3.11,5e-06,2.5613633871715973e-07,1.0,0.0164717902712
312,3.12,5e-06,2.5695992823071975e-07,1.0,0.0164717902712
313,3.13,5e-06,2.5778351774427977e-07,1.0,0.0164717902712
314,3.14,5e-06,2.586071072578398e-07,1.0,0.0164717902712
315,3.15,5e-06,2.594306967713998e-07,1.0,0.0164717902712
316,3.16,5e-06,2.6025428628495983e-07,1.0,0.0164717902712
317,3.17,5e-06,2.6107787579851985e-07,1.0,0.0164717902712
318,3.18,5e-06,2.6190146531207987e-07,1.0,0.0164717902712
319,3.19,5e-06,2.627250548256399e-07,1.0,0.0164717902712
320,3.2,5e-06,2.635486443391999e-07,1.0,0.0164717902712
321,3.21,5e-06,2.6437223385275993e-07,1.0,0.0164717902712
322,3.22,5e-06,2.6519582336631995e-07,1.0,0.0164717902712
323,3.23,5e-06,2.6601941287987997e-07,1.0,0.0164717902712
324,3.24,5e-06,2.6684300239344e-07,1.0,0.0164717902712
325,3.25,5e-06,2.67666591907e-07,1.0,0.0164717902712
326,3.2600000000000002,5e-06,2.6849018142056e-07,1.0,0.0164717902712
327,3.27,5e-06,2.6931377093412004e-07,1.0,0.0164717902712
328,3.2800000000000002,5e-06,2.7013736044768006e-07,1.0,0.0164717902712
329,3.29,5e-06,2.709609499612401e-07,1.0,0.0164717902712
330,3.3000000000000003,5e-06,2.717845394748001e-07,1.0,0.0164717902712
331,3.31,5e-06,2.726081289883601e-07,1.0,0.0164717902712
332,3.3200000000000003,5e-06,2.7343171850192014e-07,1.0,0.0164717902712
